event_id,sport_key,commence_time,home_team,away_team,bookmaker,bookmaker_title,home_odds,draw_odds,away_odds,home_link,draw_link,away_link,combined_product
79927e2416bff66f9c40fd4fe2a5852f,soccer_epl,2025-10-18T14:00:00Z,Brighton and Hove Albion,Newcastle United,betsson,Betsson,2.5,3.55,2.68,https://www.betsson.com/en/sportsbook/football/england/england-premier-league?tab=liveAndUpcoming&eventId=f-1-vFu0CIxECOjm4UDOH68A&eti=0&fs=true,https://www.betsson.com/en/sportsbook/football/england/england-premier-league?tab=liveAndUpcoming&eventId=f-1-vFu0CIxECOjm4UDOH68A&eti=0&fs=true,https://www.betsson.com/en/sportsbook/football/england/england-premier-league?tab=liveAndUpcoming&eventId=f-1-vFu0CIxECOjm4UDOH68A&eti=0&fs=true,23.785
79927e2416bff66f9c40fd4fe2a5852f,soccer_epl,2025-10-18T14:00:00Z,Brighton and Hove Albion,Newcastle United,nordicbet,Nordic Bet,2.5,3.55,2.68,https://www.nordicbet.com/en/sportsbook/football/england/england-premier-league/brighton-newcastle,https://www.nordicbet.com/en/sportsbook/football/england/england-premier-league/brighton-newcastle,https://www.nordicbet.com/en/sportsbook/football/england/england-premier-league/brighton-newcastle,23.785
1a7d9a230fc5e77b5fbf420993a8eb93,soccer_epl,2025-10-05T13:00:00Z,Everton,Crystal Palace,unibet_it,Unibet (IT),2.6,3.25,2.8,,,,23.66
1a7d9a230fc5e77b5fbf420993a8eb93,soccer_epl,2025-10-05T13:00:00Z,Everton,Crystal Palace,winamax_de,Winamax (DE),2.55,3.25,2.85,https://www.winamax.de/en/sports-betting/match/61300637,https://www.winamax.de/en/sports-betting/match/61300637,https://www.winamax.de/en/sports-betting/match/61300637,23.619374999999998
bae402bede75abd412e7b462610803ff,soccer_epl,2025-10-20T19:00:00Z,West Ham United,Brentford,nordicbet,Nordic Bet,2.42,3.4,2.85,https://www.nordicbet.com/en/sportsbook/football/england/england-premier-league/west-ham-brentford,https://www.nordicbet.com/en/sportsbook/football/england/england-premier-league/west-ham-brentford,https://www.nordicbet.com/en/sportsbook/football/england/england-premier-league/west-ham-brentford,23.4498
bae402bede75abd412e7b462610803ff,soccer_epl,2025-10-20T19:00:00Z,West Ham United,Brentford,betsson,Betsson,2.42,3.4,2.85,https://www.betsson.com/en/sportsbook/football/england/england-premier-league?tab=liveAndUpcoming&eventId=f-R6zMMsgUhk-a9w0wWjkuGA&eti=0&fs=true,https://www.betsson.com/en/sportsbook/football/england/england-premier-league?tab=liveAndUpcoming&eventId=f-R6zMMsgUhk-a9w0wWjkuGA&eti=0&fs=true,https://www.betsson.com/en/sportsbook/football/england/england-premier-league?tab=liveAndUpcoming&eventId=f-R6zMMsgUhk-a9w0wWjkuGA&eti=0&fs=true,23.4498
4907b5b0fda4232a0d17821563d5a756,soccer_epl,2025-10-26T16:30:00Z,Everton,Tottenham Hotspur,nordicbet,Nordic Bet,2.62,3.25,2.75,https://www.nordicbet.com/en/sportsbook/football/england/england-premier-league/everton-tottenham,https://www.nordicbet.com/en/sportsbook/football/england/england-premier-league/everton-tottenham,https://www.nordicbet.com/en/sportsbook/football/england/england-premier-league/everton-tottenham,23.41625
4907b5b0fda4232a0d17821563d5a756,soccer_epl,2025-10-26T16:30:00Z,Everton,Tottenham Hotspur,betsson,Betsson,2.62,3.25,2.75,https://www.betsson.com/en/sportsbook/football/england/england-premier-league?tab=liveAndUpcoming&eventId=f-mFILD0cXv0CGZBC68BiUOw&eti=0&fs=true,https://www.betsson.com/en/sportsbook/football/england/england-premier-league?tab=liveAndUpcoming&eventId=f-mFILD0cXv0CGZBC68BiUOw&eti=0&fs=true,https://www.betsson.com/en/sportsbook/football/england/england-premier-league?tab=liveAndUpcoming&eventId=f-mFILD0cXv0CGZBC68BiUOw&eti=0&fs=true,23.41625
1a7d9a230fc5e77b5fbf420993a8eb93,soccer_epl,2025-10-05T13:00:00Z,Everton,Crystal Palace,everygame,Everygame,2.55,3.15,2.9,https://sports.everygame.eu/en/Bets/Soccer/English-Premier-League/Everton-v-Crystal-Palace/2719876,https://sports.everygame.eu/en/Bets/Soccer/English-Premier-League/Everton-v-Crystal-Palace/2719876,https://sports.everygame.eu/en/Bets/Soccer/English-Premier-League/Everton-v-Crystal-Palace/2719876,23.294249999999995
1a7d9a230fc5e77b5fbf420993a8eb93,soccer_epl,2025-10-05T13:00:00Z,Everton,Crystal Palace,betsson,Betsson,2.55,3.1,2.92,https://www.betsson.com/en/sportsbook/football/england/england-premier-league?tab=liveAndUpcoming&eventId=f-wR9YfsnsPECSJ4tnDx5k8Q&eti=0&fs=true,https://www.betsson.com/en/sportsbook/football/england/england-premier-league?tab=liveAndUpcoming&eventId=f-wR9YfsnsPECSJ4tnDx5k8Q&eti=0&fs=true,https://www.betsson.com/en/sportsbook/football/england/england-premier-league?tab=liveAndUpcoming&eventId=f-wR9YfsnsPECSJ4tnDx5k8Q&eti=0&fs=true,23.0826
1a7d9a230fc5e77b5fbf420993a8eb93,soccer_epl,2025-10-05T13:00:00Z,Everton,Crystal Palace,nordicbet,Nordic Bet,2.55,3.1,2.92,https://www.nordicbet.com/en/sportsbook/football/england/england-premier-league/everton-crystal-palace,https://www.nordicbet.com/en/sportsbook/football/england/england-premier-league/everton-crystal-palace,https://www.nordicbet.com/en/sportsbook/football/england/england-premier-league/everton-crystal-palace,23.0826
1c6f5a64013f5f4aeb457759e792d23e,soccer_epl,2025-10-18T14:00:00Z,Sunderland,Wolverhampton Wanderers,nordicbet,Nordic Bet,2.48,3.05,3.05,https://www.nordicbet.com/en/sportsbook/football/england/england-premier-league/sunderland-wolves,https://www.nordicbet.com/en/sportsbook/football/england/england-premier-league/sunderland-wolves,https://www.nordicbet.com/en/sportsbook/football/england/england-premier-league/sunderland-wolves,23.070199999999996
1c6f5a64013f5f4aeb457759e792d23e,soccer_epl,2025-10-18T14:00:00Z,Sunderland,Wolverhampton Wanderers,betsson,Betsson,2.48,3.05,3.05,https://www.betsson.com/en/sportsbook/football/england/england-premier-league?tab=liveAndUpcoming&eventId=f-OrN08Zs5SEWgaM3_m8JaUQ&eti=0&fs=true,https://www.betsson.com/en/sportsbook/football/england/england-premier-league?tab=liveAndUpcoming&eventId=f-OrN08Zs5SEWgaM3_m8JaUQ&eti=0&fs=true,https://www.betsson.com/en/sportsbook/football/england/england-premier-league?tab=liveAndUpcoming&eventId=f-OrN08Zs5SEWgaM3_m8JaUQ&eti=0&fs=true,23.070199999999996
1a7d9a230fc5e77b5fbf420993a8eb93,soccer_epl,2025-10-05T13:00:00Z,Everton,Crystal Palace,gtbets,GTbets,2.49,3.18,2.9,,,,22.962780000000002
1a7d9a230fc5e77b5fbf420993a8eb93,soccer_epl,2025-10-05T13:00:00Z,Everton,Crystal Palace,tipico_de,Tipico,2.55,3.1,2.9,,,,22.9245
79927e2416bff66f9c40fd4fe2a5852f,soccer_epl,2025-10-18T14:00:00Z,Brighton and Hove Albion,Newcastle United,williamhill,William Hill,2.45,3.4,2.75,https://sports.williamhill.com/betting/en-gb/football/OB_EV37166565/brighton-vs-newcastle,https://sports.williamhill.com/betting/en-gb/football/OB_EV37166565/brighton-vs-newcastle,https://sports.williamhill.com/betting/en-gb/football/OB_EV37166565/brighton-vs-newcastle,22.9075
79927e2416bff66f9c40fd4fe2a5852f,soccer_epl,2025-10-18T14:00:00Z,Brighton and Hove Albion,Newcastle United,sport888,888sport,2.45,3.4,2.7,https://www.888sport.com/football/england/english-premier-league/brighton-vs-newcastle-e-6449383/,https://www.888sport.com/football/england/english-premier-league/brighton-vs-newcastle-e-6449383/,https://www.888sport.com/football/england/english-premier-league/brighton-vs-newcastle-e-6449383/,22.491000000000003
1a7d9a230fc5e77b5fbf420993a8eb93,soccer_epl,2025-10-05T13:00:00Z,Everton,Crystal Palace,sport888,888sport,2.5,3.1,2.9,https://www.888sport.com/football/england/english-premier-league/everton-vs-crystal-palace-e-6411775/,https://www.888sport.com/football/england/english-premier-league/everton-vs-crystal-palace-e-6411775/,https://www.888sport.com/football/england/english-premier-league/everton-vs-crystal-palace-e-6411775/,22.474999999999998
1a7d9a230fc5e77b5fbf420993a8eb93,soccer_epl,2025-10-05T13:00:00Z,Everton,Crystal Palace,williamhill,William Hill,2.5,3.1,2.9,https://sports.williamhill.com/betting/en-gb/football/OB_EV37086022/everton-vs-crystal-palace,https://sports.williamhill.com/betting/en-gb/football/OB_EV37086022/everton-vs-crystal-palace,https://sports.williamhill.com/betting/en-gb/football/OB_EV37086022/everton-vs-crystal-palace,22.474999999999998
1a7d9a230fc5e77b5fbf420993a8eb93,soccer_epl,2025-10-05T13:00:00Z,Everton,Crystal Palace,mybookieag,MyBookie.ag,2.52,3.12,2.83,,,,22.250592
79927e2416bff66f9c40fd4fe2a5852f,soccer_epl,2025-10-18T14:00:00Z,Brighton and Hove Albion,Newcastle United,mybookieag,MyBookie.ag,2.43,3.48,2.63,,,,22.240332
4907b5b0fda4232a0d17821563d5a756,soccer_epl,2025-10-26T16:30:00Z,Everton,Tottenham Hotspur,winamax_de,Winamax (DE),2.5,3.25,2.7,https://www.winamax.de/en/sports-betting/match/61300677,https://www.winamax.de/en/sports-betting/match/61300677,https://www.winamax.de/en/sports-betting/match/61300677,21.9375
4907b5b0fda4232a0d17821563d5a756,soccer_epl,2025-10-26T16:30:00Z,Everton,Tottenham Hotspur,mybookieag,MyBookie.ag,2.52,3.16,2.72,,,,21.659904000000004
1a7d9a230fc5e77b5fbf420993a8eb93,soccer_epl,2025-10-05T13:00:00Z,Everton,Crystal Palace,winamax_fr,Winamax (FR),2.45,3.1,2.75,https://www.winamax.fr/en/sports-betting/match/61300637,https://www.winamax.fr/en/sports-betting/match/61300637,https://www.winamax.fr/en/sports-betting/match/61300637,20.88625
1a7d9a230fc5e77b5fbf420993a8eb93,soccer_epl,2025-10-05T13:00:00Z,Everton,Crystal Palace,parionssport_fr,Parions Sport (FR),2.45,3.1,2.7,https://www.enligne.parionssport.fdj.fr/paris-football/angleterre/premier-league/3262466/everton-vs-crystal-palace,https://www.enligne.parionssport.fdj.fr/paris-football/angleterre/premier-league/3262466/everton-vs-crystal-palace,https://www.enligne.parionssport.fdj.fr/paris-football/angleterre/premier-league/3262466/everton-vs-crystal-palace,20.506500000000003
